id,img,type,title,actor,score,link,source
203,//puui.qpic.cn/vcover_vt_pic/0/m871wzl4wsan7351567395565/220,悬疑,地球最后的夜晚,主演：汤唯 黄觉 张艾嘉 李鸿其,8.2 ,https://v.qq.com/x/cover/m871wzl4wsan735.html,https://v.qq.com/txp/iframe/player.html?vid=t0029axx8cg
204,//puui.qpic.cn/vcover_vt_pic/0/fw7xjjqqkkypbhh1560258152/220,悬疑,我说的都是真的,主演：刘仪伟 小沈阳 陈意涵,7.2 ,https://v.qq.com/x/cover/fw7xjjqqkkypbhh.html,https://v.qq.com/txp/iframe/player.html?vid=r0026yapwz7
205,//puui.qpic.cn/vcover_vt_pic/0/n4xhplgihbrfmm21594617272974/220,悬疑,夺命枪火,主演：保罗・沃克 卡梅隆・布莱特 维拉・法米加 查兹・帕尔明特瑞 卡瑞尔・罗登,8.6 ,https://v.qq.com/x/cover/n4xhplgihbrfmm2.html,https://v.qq.com/txp/iframe/player.html?vid=i0034hxrhwx
206,//puui.qpic.cn/vcover_vt_pic/0/grivl02atn6p2vot1460700017.jpg/220,悬疑,谜域之噬魂岭,主演：李果 闫鹿杨 庄森,6 ,https://v.qq.com/x/cover/grivl02atn6p2vo.html,https://v.qq.com/txp/iframe/player.html?vid=z0024mg0skw
207,//puui.qpic.cn/vcover_vt_pic/0/25nf6zxerv4j4qm1554782443/220,悬疑,赏金猎人,主演：李敏镐 钟汉良 唐嫣 徐正溪 吴千语 樊少皇,7.3 ,https://v.qq.com/x/cover/25nf6zxerv4j4qm.html,https://v.qq.com/txp/iframe/player.html?vid=c0021x4y3p3
208,//puui.qpic.cn/vcover_vt_pic/0/rrez6h40uwqmiwtt1444977252.jpg/220,悬疑,消失的子弹,主演：谢霆锋 刘青云 杨幂,8 ,https://v.qq.com/x/cover/rrez6h40uwqmiwt.html,https://v.qq.com/txp/iframe/player.html?vid=j0015ncngu4
209,//puui.qpic.cn/vcover_vt_pic/0/4r7lkxlsg3k5scw1548061525/220,悬疑,火车,主演：李善均 金敏喜 赵成夏 宋g昀,8.2 ,https://v.qq.com/x/cover/4r7lkxlsg3k5scw.html,https://v.qq.com/txp/iframe/player.html?vid=x0014idk286
210,//puui.qpic.cn/vcover_vt_pic/0/1bnyfttijufe0cq1567479871/220,战争,战狼,主演：吴京 余男 斯科特・阿特金斯 凯文・李 倪大红,8.3 ,https://v.qq.com/x/cover/1bnyfttijufe0cq.html,https://v.qq.com/txp/iframe/player.html?vid=m0016nwmqws
211,//puui.qpic.cn/vcover_vt_pic/0/hu9th0blgco6c891481622249/220,战争,金陵十三钗,主演：克里斯蒂安・贝尔 佟大为 聂远 窦骁 渡部笃郎 黄海波,8.9 ,https://v.qq.com/x/cover/hu9th0blgco6c89.html,https://v.qq.com/txp/iframe/player.html?vid=h0034diznzc
212,//puui.qpic.cn/vcover_vt_pic/0/phk4s9bkfs8xdn41560248264/220,战争,一九四二,主演：张国立 徐帆 张默 陈道明 李倩 冯远征 李雪健 张涵予 范伟 阿德里安・布洛迪 王子文,8.7 ,https://v.qq.com/x/cover/phk4s9bkfs8xdn4.html,https://v.qq.com/txp/iframe/player.html?vid=r0012fmwaf2
213,//puui.qpic.cn/vcover_vt_pic/0/uuv2z9lhi1akhjq1554259139/220,战争,智取威虎山,主演：张涵予 林更新 佟丽娅 韩庚 余男 梁家辉 陈晓,8.7 ,https://v.qq.com/x/cover/uuv2z9lhi1akhjq.html,https://v.qq.com/txp/iframe/player.html?vid=f0015ww3hs8
214,//puui.qpic.cn/vcover_vt_pic/0/3au50sy4i90heio1574759712/220,战争,天将雄师,主演：成龙 约翰・库萨克 艾德里安・布洛迪 崔始源,7.8 ,https://v.qq.com/x/cover/3au50sy4i90heio.html,https://v.qq.com/txp/iframe/player.html?vid=h00165ph8ar
215,//puui.qpic.cn/vcover_vt_pic/0/20lmr7rqqw8hxo31512031990/220,战争,英雄本色3,主演：周润发 梅艳芳 梁家辉 张可颐 时任三郎,8.5 ,https://v.qq.com/x/cover/20lmr7rqqw8hxo3.html,https://v.qq.com/txp/iframe/player.html?vid=a0017hzacpa
216,//puui.qpic.cn/vcover_vt_pic/0/zww0q1hojoy462g1512981722/220,战争,密战,主演：郭富城 赵丽颖 张翰 任达华 张蓝心,7 ,https://v.qq.com/x/cover/zww0q1hojoy462g.html,https://v.qq.com/txp/iframe/player.html?vid=e00258upjf2
217,//puui.qpic.cn/vcover_vt_pic/0/mzc00200s7a1hw81575950205/220,战争,浴血反击,主演：乌日根 洪琳 武利平 宿宇杰,7.5 ,https://v.qq.com/x/cover/mzc00200s7a1hw8.html,https://v.qq.com/txp/iframe/player.html?vid=w0033bwn7mz
218,//puui.qpic.cn/vcover_vt_pic/0/xmzr8qtc4l5rn55t1444935829.jpg/220,战争,三国之见龙卸甲,主演：刘德华 洪金宝 濮存昕 李美琪 吴建豪 狄龙,7.5 ,https://v.qq.com/x/cover/xmzr8qtc4l5rn55.html,https://v.qq.com/txp/iframe/player.html?vid=8DBAUOTdUcH
219,//puui.qpic.cn/vcover_vt_pic/0/b8crygm78szw09j1581306128/220,战争,杀戮部队,主演：亚历山大・斯卡斯加德 纳特・沃尔夫 乔纳森・怀特赛尔 奥赛・伊克希尔 罗伯・莫洛,7.5 ,https://v.qq.com/x/cover/b8crygm78szw09j.html,https://v.qq.com/txp/iframe/player.html?vid=g0033mrb5id
220,//puui.qpic.cn/vcover_vt_pic/0/tj972pz3acyv9lvt1444996165.jpg/220,战争,辛亥革命,主演：赵文u 成龙 李冰冰 胡歌 孙淳 姜武,8 ,https://v.qq.com/x/cover/tj972pz3acyv9lv.html,https://v.qq.com/txp/iframe/player.html?vid=8vzmkhks4Ct
221,//puui.qpic.cn/vcover_vt_pic/0/jm7ingmp113qaqu1575872680/220,战争,血战钢锯岭,主演：安德鲁・加菲尔德 萨姆・沃辛顿 文斯・沃恩 雨果・维文,9.2 ,https://v.qq.com/x/cover/jm7ingmp113qaqu.html,https://v.qq.com/txp/iframe/player.html?vid=x0022j9y29a
222,//puui.qpic.cn/vcover_vt_pic/0/0s79svkh53jmrga1509421084/220,战争,空天猎,主演：李晨 范冰冰 王千源 李佳航 赵达 李晨浩 郭秤 叶浏 陆思宇 吴秀波 王学圻,7.3 ,https://v.qq.com/x/cover/0s79svkh53jmrga.html,https://v.qq.com/txp/iframe/player.html?vid=a0025roohvm
223,//puui.qpic.cn/vcover_vt_pic/0/7q0341vukxxz30l1550559516/220,战争,地道战,主演：朱龙广 张勇手 刘秀杰 刘江,8.9 ,https://v.qq.com/x/cover/7q0341vukxxz30l.html,https://v.qq.com/txp/iframe/player.html?vid=p0020aayt8v
224,//puui.qpic.cn/vcover_vt_pic/0/3cuzswqra76mzdw1554964025/220,战争,明月几时有,主演：周迅 彭于晏 霍建华 叶德娴 郭涛 黄志忠 蒋雯丽,8.3 ,https://v.qq.com/x/cover/3cuzswqra76mzdw.html,https://v.qq.com/txp/iframe/player.html?vid=o00246zn33q
225,//puui.qpic.cn/vcover_vt_pic/0/g8wkyyyws1zalpjt1444845633.jpg/220,战争,触不可及,主演：孙红雷 桂纶镁 方中信 蒋勤勤 黄磊 徐静蕾 蔡少芬,7.5 ,https://v.qq.com/x/cover/g8wkyyyws1zalpj.html,https://v.qq.com/txp/iframe/player.html?vid=x0025pm8we1
226,//puui.qpic.cn/vcover_vt_pic/0/vxwnzi1ae5v0xqy1555914018/220,战争,中国蓝盔,主演：徐洪浩 一龙 彭士腾 沈浩 王韬 聂远,6.5 ,https://v.qq.com/x/cover/vxwnzi1ae5v0xqy.html,https://v.qq.com/txp/iframe/player.html?vid=z0029rxkixb
227,//puui.qpic.cn/vcover_vt_pic/0/g5geeljm0lgy43ht1444844594.jpg/220,战争,墨攻,主演：刘德华 范冰冰 王志文 安圣基 吴奇隆 崔始源,7.8 ,https://v.qq.com/x/cover/g5geeljm0lgy43h.html,https://v.qq.com/txp/iframe/player.html?vid=t0010ABoc7j
228,//puui.qpic.cn/vcover_vt_pic/0/yxo0zf7mwrhbnh21544762275/220,战争,暗剑,主演：白玫瑰 纪宁 刘惠 黄一飞,7.5 ,https://v.qq.com/x/cover/yxo0zf7mwrhbnh2.html,https://v.qq.com/txp/iframe/player.html?vid=h002922gs35
229,//puui.qpic.cn/vcover_vt_pic/0/mzc00200hx3ps5e1579774854/220,战争,打过长江去,主演：张桐 洪天照 淳于珊珊 王劲松 于越,7.5 ,https://v.qq.com/x/cover/mzc00200hx3ps5e.html,https://v.qq.com/txp/iframe/player.html?vid=b0033rki18h
230,//puui.qpic.cn/vcover_vt_pic/0/9nxwyiexjfxsrxet1464939126.jpg/220,战争,穿越雷区,主演：大卫・艾略特 荣-保罗・贝尔 马克・斯坦利,8.5 ,https://v.qq.com/x/cover/9nxwyiexjfxsrxe.html,https://v.qq.com/txp/iframe/player.html?vid=l0024cjtjyb
231,//puui.qpic.cn/vcover_vt_pic/0/wagzbx91asjomnu1527151117/220,战争,无问西东,主演：章子怡 黄晓明 张震 王力宏 陈楚生,8.5 ,https://v.qq.com/x/cover/wagzbx91asjomnu.html,https://v.qq.com/txp/iframe/player.html?vid=z0026lwsaws
232,//puui.qpic.cn/vcover_vt_pic/0/5z9gtdw6vtgh4s2t1444735949.jpg/220,战争,桥,主演：弗兰卡・波坦特 弗朗索瓦・高斯克,8.1 ,https://v.qq.com/x/cover/5z9gtdw6vtgh4s2.html,https://v.qq.com/txp/iframe/player.html?vid=m00148ah8ou
233,//puui.qpic.cn/vcover_vt_pic/0/1onwoe92et3f83lt1444802953.jpg/220,战争,武士,主演：安圣基 郑雨盛 朱镇模 章子怡 朴勇宇,8.1 ,https://v.qq.com/x/cover/1onwoe92et3f83l.html,https://v.qq.com/txp/iframe/player.html?vid=r0014ez5t4q
234,//puui.qpic.cn/vcover_vt_pic/0/x1mps7bzzd69afh1523246542/220,战争,怒战狂心,主演：阿列克谢・谢列布里亚科夫 维克托・普罗斯库林 谢尔盖・科尔塔科夫,7.5 ,https://v.qq.com/x/cover/x1mps7bzzd69afh.html,https://v.qq.com/txp/iframe/player.html?vid=b00344zioyl
235,//puui.qpic.cn/vcover_vt_pic/0/9ejpp7t2m5aj0jp1591596796588/220,战争,飞虎队,主演：潘长江 李雪健 李幼斌 袁立,8.1 ,https://v.qq.com/x/cover/9ejpp7t2m5aj0jp.html,https://v.qq.com/txp/iframe/player.html?vid=d0033xzosge
236,//puui.qpic.cn/vcover_vt_pic/0/125dfl7pchw2o8i1564474434/220,战争,最后的狙击战,主演：汤姆・伯兰吉尔 Steven Luke Mikeal Burgin Aaron Courteau,6.9 ,https://v.qq.com/x/cover/125dfl7pchw2o8i.html,https://v.qq.com/txp/iframe/player.html?vid=h0031hpbshu
237,//puui.qpic.cn/vcover_vt_pic/0/xjwobi65jpwkwfq1507772944/220,战争,小兵张嘎,主演：安吉斯 张莹 葛存壮 吴克勤,8.7 ,https://v.qq.com/x/cover/xjwobi65jpwkwfq.html,https://v.qq.com/txp/iframe/player.html?vid=w0020k0553p
238,//puui.qpic.cn/vcover_vt_pic/0/mzz92kqwfde2t56t1463821351.jpg/220,战争,杨成武强攻东团堡,主演：宋佳伦 赵子琪 矢野浩二 李君峰 战卫华,7.4 ,https://v.qq.com/x/cover/mzz92kqwfde2t56.html,https://v.qq.com/txp/iframe/player.html?vid=r0032n9gske
239,//puui.qpic.cn/vcover_vt_pic/0/budy5x57stdi6oq1514519838/220,战争,南征北战,主演：陈戈 冯 汤化达 王力 张瑞芳,8.4 ,https://v.qq.com/x/cover/budy5x57stdi6oq.html,https://v.qq.com/txp/iframe/player.html?vid=b0015hnv2ry
240,//puui.qpic.cn/vcover_vt_pic/0/xg95sxi4q7zc4uot1460107848.jpg/220,科幻,美人鱼,主演：邓超 罗志祥 张雨绮 林允,8.3 ,https://v.qq.com/x/cover/xg95sxi4q7zc4uo.html,https://v.qq.com/txp/iframe/player.html?vid=u0020m5jr73
241,//puui.qpic.cn/vcover_vt_pic/0/3fvg46217gw800n1566963547/220,科幻,流浪地球,主演：屈楚萧 吴京 李光洁 吴孟达 赵今麦,8.9 ,https://v.qq.com/x/cover/3fvg46217gw800n.html,https://v.qq.com/txp/iframe/player.html?vid=h0030qj4fov
242,//puui.qpic.cn/vcover_vt_pic/0/380idj4s3fxn1mz1543994759/220,科幻,钢铁飞龙之奥特曼崛起,小正太与奥特曼携手拯救地球,6.5 ,https://v.qq.com/x/cover/380idj4s3fxn1mz.html,https://v.qq.com/txp/iframe/player.html?vid=y003057wcgc
243,//puui.qpic.cn/vcover_vt_pic/0/f7pqur8uhmzltps1559809738/220,科幻,环太平洋：雷霆再起,主演：约翰・博耶加 斯科特・伊斯特伍德 卡莉・史派妮 景甜,7.6 ,https://v.qq.com/x/cover/f7pqur8uhmzltps.html,https://v.qq.com/txp/iframe/player.html?vid=o0026dn1s6q
244,//puui.qpic.cn/vcover_vt_pic/0/ggaq10nuimpw3u81512983476/220,科幻,钢铁飞龙之再见奥特曼,大张伟爆笑配音维护地球和平,6.1 ,https://v.qq.com/x/cover/ggaq10nuimpw3u8.html,https://v.qq.com/txp/iframe/player.html?vid=b0025exxmrc
245,//puui.qpic.cn/vcover_vt_pic/0/6wx9pvukqzx9mkx1543738220/220,科幻,猛鬼学堂,主演：张学友 许冠英 林忆莲 楼南光,8.1 ,https://v.qq.com/x/cover/6wx9pvukqzx9mkx.html,https://v.qq.com/txp/iframe/player.html?vid=8qHKJCyvYNt
246,//puui.qpic.cn/vcover_vt_pic/0/w3ul47d11rav8kst1445505696.jpg/220,科幻,黑猫警长之翡翠之星,时隔30年续写童年回忆,7.4 ,https://v.qq.com/x/cover/w3ul47d11rav8ks.html,https://v.qq.com/txp/iframe/player.html?vid=y00180x3dpo
247,//puui.qpic.cn/vcover_vt_pic/0/0k89cbc5x5j5q4o1572321059/220,科幻,超体,主演：斯嘉丽・约翰逊 摩根・弗里曼 崔岷植 阿马尔・维克德 朱利安・林希德-图特,8.4 ,https://v.qq.com/x/cover/0k89cbc5x5j5q4o.html,https://v.qq.com/txp/iframe/player.html?vid=x0015fmv2lg
248,//puui.qpic.cn/vcover_vt_pic/0/abtvxea307ts3ew1514355215/220,科幻,天崩地裂,主演：金・德莱尼 大卫・库比特,7.5 ,https://v.qq.com/x/cover/abtvxea307ts3ew.html,https://v.qq.com/txp/iframe/player.html?vid=a0025i5jc81
249,//puui.qpic.cn/vcover_vt_pic/0/6pfpvdk6z9v55wc1570610976/220,科幻,死寂逃亡,主演：斯坦利・图齐 琪兰・席普卡 米兰达・奥图 约翰・考伯特 比利・麦克莱伦,7.5 ,https://v.qq.com/x/cover/6pfpvdk6z9v55wc.html,https://v.qq.com/txp/iframe/player.html?vid=p0032ze1m8d
250,//puui.qpic.cn/vcover_vt_pic/0/detoxkgs5zsqjhr1555643508/220,科幻,莫斯科陷落,主演：伊琳娜・斯达森保姆 林奈・穆罕默托夫 亚历山大・佩特罗夫,7.2 ,https://v.qq.com/x/cover/detoxkgs5zsqjhr.html,https://v.qq.com/txp/iframe/player.html?vid=b0026dwvo8l
251,//puui.qpic.cn/vcover_vt_pic/0/y2vmv6wnpbb1wp71545270036/220,科幻,恐龙侵袭,主演：布莱恩・克劳斯 Anne McDaniels Steven Helmkamp Candice Nunes,6.4 ,https://v.qq.com/x/cover/y2vmv6wnpbb1wp7.html,https://v.qq.com/txp/iframe/player.html?vid=p00297xb2r9
252,//puui.qpic.cn/vcover_vt_pic/0/086w61i1yf35jzh1574149046/220,科幻,机器之血,主演：成龙 罗志祥 欧阳娜娜 卡兰・马尔韦,7.2 ,https://v.qq.com/x/cover/086w61i1yf35jzh.html,https://v.qq.com/txp/iframe/player.html?vid=v0025d8nel1
253,//puui.qpic.cn/vcover_vt_pic/0/36t1wi1qri4h2ej1520417151/220,科幻,夺命五头鲨,主演：克里斯・布鲁诺,6.3 ,https://v.qq.com/x/cover/36t1wi1qri4h2ej.html,https://v.qq.com/txp/iframe/player.html?vid=y00309aq7o8
254,//puui.qpic.cn/vcover_vt_pic/0/mzc00200r79j2lc1588411236213/220,科幻,小羊肖恩2：末日农场,全员可爱！肖恩太空漫游,8.9 ,https://v.qq.com/x/cover/mzc00200r79j2lc.html,https://v.qq.com/txp/iframe/player.html?vid=m0033lpqyv2
255,//puui.qpic.cn/vcover_vt_pic/0/fqc9exx7n20bjujt1445501942.jpg/220,科幻,千钧一发,主演：伊桑・霍克 乌玛・瑟曼 裘德・洛,9.1 ,https://v.qq.com/x/cover/fqc9exx7n20bjuj.html,https://v.qq.com/txp/iframe/player.html?vid=t0018qcoesr
256,//puui.qpic.cn/vcover_vt_pic/0/pgsr8fnw41jsght1576737229/220,科幻,安德的游戏,主演：阿沙・巴特菲尔德 哈里森・福特 海莉・斯坦菲尔德 阿比吉尔・布莱斯林,8.2 ,https://v.qq.com/x/cover/pgsr8fnw41jsght.html,https://v.qq.com/txp/iframe/player.html?vid=j0014rnjt0e
257,//puui.qpic.cn/vcover_vt_pic/0/wn8zjoi9e41qoyf1501637087/220,科幻,星际特工：千星之城,主演：戴恩・德哈恩 卡拉・迪瓦伊 克里夫・欧文 蕾哈娜 吴亦凡 伊桑・霍克 赫比・汉考克 鲁特格尔・哈尔,8.3 ,https://v.qq.com/x/cover/wn8zjoi9e41qoyf.html,https://v.qq.com/txp/iframe/player.html?vid=y0025uq7nrm
258,//puui.qpic.cn/vcover_vt_pic/0/ywfk65xsx41eg6zt1444949250.jpg/220,科幻,雪国列车,主演：克里斯・埃文斯 杰米・贝尔 宋康昊 蒂尔达・斯文顿 高雅星 约翰・赫特,8.4 ,https://v.qq.com/x/cover/ywfk65xsx41eg6z.html,https://v.qq.com/txp/iframe/player.html?vid=h0014k3deac
259,//puui.qpic.cn/vcover_vt_pic/0/z6uc1c6s1a80i341524449580/220,科幻,美女武士,主演：Sopita Kessarin Ektawatkul Sarunyu Wongkrachang,6.1 ,https://v.qq.com/x/cover/z6uc1c6s1a80i34.html,https://v.qq.com/txp/iframe/player.html?vid=T0010F0qZQ7
260,//puui.qpic.cn/vcover_vt_pic/0/ddt3kd395omv85i1549934546/220,科幻,致命指令,主演：凡妮莎・柯比 托尔・林德哈特 大卫・阿贾拉 汤姆・麦凯 黛博拉・罗桑,7.6 ,https://v.qq.com/x/cover/ddt3kd395omv85i.html,https://v.qq.com/txp/iframe/player.html?vid=z00210tlwds
261,//puui.qpic.cn/vcover_vt_pic/0/1902rza0d5zclyt1568017287/220,科幻,海市蜃楼,主演：阿德丽安娜・尤加特 奇诺・达林 哈维尔・古铁雷斯 诺拉・纳瓦斯 米格尔・费南德斯,8.7 ,https://v.qq.com/x/cover/1902rza0d5zclyt.html,https://v.qq.com/txp/iframe/player.html?vid=n0030nvkc8m
262,//puui.qpic.cn/vcover_vt_pic/0/yz4vl2g8sma0zuu1555998887/220,科幻,刺客信条,主演：迈克尔・法斯宾德 玛丽昂・歌迪亚 杰瑞米・艾恩斯 迈克尔・威廉姆斯 亚里安妮・拉贝德 布莱丹・格里森,7.4 ,https://v.qq.com/x/cover/yz4vl2g8sma0zuu.html,https://v.qq.com/txp/iframe/player.html?vid=u002349fm85
263,//puui.qpic.cn/vcover_vt_pic/0/p6zpejgmkq6jzwd1516021177/220,科幻,异形复活,巨型食肉蜘蛛的死亡威胁,7.4 ,https://v.qq.com/x/cover/p6zpejgmkq6jzwd.html,https://v.qq.com/txp/iframe/player.html?vid=i0025qndea0
264,//puui.qpic.cn/vcover_vt_pic/0/kx2nixwxxkh54nd1557710591/220,科幻,哥斯拉：怪兽行星,哥斯拉练级闪亮登场,7.9 ,https://v.qq.com/x/cover/kx2nixwxxkh54nd.html,https://v.qq.com/txp/iframe/player.html?vid=i0028e7v5t9
265,//puui.qpic.cn/vcover_vt_pic/0/kua9hdkr1ys2nzu1554689334/220,科幻,桂宝大电影之爆笑闯宇宙,天才发明惹来大麻烦,7.3 ,https://v.qq.com/x/cover/kua9hdkr1ys2nzu.html,https://v.qq.com/txp/iframe/player.html?vid=c00180kfk7w
266,//puui.qpic.cn/vcover_vt_pic/0/8rhm1xj9jys8vg01554273337/220,科幻,赛尔号大电影2之雷伊与迈尔斯,快男超女倾情献声,6.9 ,https://v.qq.com/x/cover/8rhm1xj9jys8vg0.html,https://v.qq.com/txp/iframe/player.html?vid=y0011yfmvuz
267,//puui.qpic.cn/vcover_vt_pic/0/duc9w3a13k4hzpo1554089255/220,科幻,鲨鱼帝国,主演：约翰・萨维奇 Jack Armstrong Jonathan Pienaar,6.5 ,https://v.qq.com/x/cover/duc9w3a13k4hzpo.html,https://v.qq.com/txp/iframe/player.html?vid=g0030lt8ez3
268,//puui.qpic.cn/vcover_vt_pic/0/mzc00200h1dr7ll1576554361/220,科幻,三傻闹地球,三个外星人爱上电视购物,8.3 ,https://v.qq.com/x/cover/mzc00200h1dr7ll.html,https://v.qq.com/txp/iframe/player.html?vid=w0033qfp9ca
269,//puui.qpic.cn/vcover_vt_pic/0/dvmsdzuuz52iua41554345915/220,科幻,汽车人总动员,启动引擎小汽车极速狂飙,6 ,https://v.qq.com/x/cover/dvmsdzuuz52iua4.html,https://v.qq.com/txp/iframe/player.html?vid=j00173gdozd
